Date time;Volume [mV];Light_Level [Ohms];Temperature-DHT [Celsius];Pressure [Hectopascal];Temperature-BMP [Celsius];Relative_Humidity [%];Air_Quality [Ohms];Carbon_Monoxide [Ohms];Nitrogen_Dioxide [Ohms]
22/6/2017 6:12;9.064.516.129;8.874.634.846;3.270.999.947;1.012.524.892;30.97;2.979.999.924;4.513.260.417;5.304.335.291;4.702.472.504
22/6/2017 6:17;9.274.193.548;7.998.644.463;3.260.999.889;1.012.533.934;30.91;2.996.999.989;4.520.542.329;5.300.094.569;4.710.445.499
22/6/2017 6:22;8.741.935.484;7.386.950.934;3.270.500.031;1.012.503.792;30.88;30;4.513.922.409;5.289.242.268;468.971.851
22/6/2017 6:27;95;6.973.596.258;3.273.999.996;101.245.054;30.995;3.000.500.002;4.513.265.619;5.230.659.317;4.596.408.519
22/6/2017 6:32;140.483.871;6.354.630.532;3.271.999.989;1.012.390.757;31.105;3.014.500.055;45000.7;5.219.409.891;4.543.448.751
22/6/2017 6:37;1.079.032.258;6.188.181.478;3.279.999.962;1.012.229.494;31.075;3.019.000.072;4.489.558.535;5.188.572.744;4.520.907.502
22/6/2017 6:42;9.483.870.968;5.748.872.459;3.289.500.103;1.012.121.985;31.175;3.026.500.053;4.477.769.464;5.184.311.986;454.331.895
22/6/2017 6:47;9.064.516.129;5.559.220.685;3.290.000.153;1.011.956.703;31.115;303.199.996;4.463.414.643;5.202.225.675;4.587.359.246
22/6/2017 6:52;9.274.193.548;5.162.676.708;3.289.000.111;1.011.826.587;31.22;3.050.499.992;4.451.717.456;5.153.251.719;4.524.538.631
22/6/2017 6:57;8.983.870.968;5.095.188.342;3.300.499.992;1.011.790.416;31.255;3.111.500.044;4.435.539.492;513.430.376;4.491.271.353
22/6/2017 7:02;9.467.741.935;4.902.936.737;3.304.499.931;10.116.814;31.31;3.125.500.011;4.419.446.892;5.061.477.762;4.380.355.711
22/6/2017 7:07;9.612.903.226;4.787.630.136;3.311.999.931;101.156.736;31.495;313.699.995;4.396.393.674;5.017.884.744;4.314.321.567
22/6/2017 7:12;8.774.193.548;4.638.383.214;3.319.500.065;101.149.753;31.55;3.134.999.943;4.366.544.297;4.961.753.514;4.324.156.974
22/6/2017 7:17;8.903.225.806;4.815.897.238;3.314.999.962;1.011.464.373;31.56;3.156.500.025;4.357.692.308;4.986.667.782;4.405.606.747
22/6/2017 7:22;9.790.322.581;4.764.345.595;3.326.999.969;1.011.439.756;31.66;3.144.999.981;4.345.105.566;502.290.842;4.476.564.461
22/6/2017 7:27;9.064.516.129;4.934.672.665;3.325.499.992;1.011.360.381;31.595;3.148.499.994;4.345.105.566;5.022.875.403;4.467.772.215
22/6/2017 7:32;9.596.774.194;5.002.449.842;3.321.000.061;1.011.269.953;31.57;3.157.000.027;4.243.942.039;4.745.197.539;4.150.286.358
22/6/2017 7:37;1.011.290.323;4.268.350.231;3.328.999.939;1.011.252.872;31.715;3.173.500.013;4.119.790.493;4.738.965.896;4.167.049.313
22/6/2017 7:42;9.467.741.935;4.025.919.463;3.324.000.015;1.011.261.412;31.645;3.187.999.954;4.024.471.196;4.606.221.364;4.045.095.651
22/6/2017 7:47;1.014.516.129;3.852.116.098;3.330.000.057;1.011.254.881;31.72;3.188.499.966;4.025.552.735;4.538.913.745;3.977.085.832
22/6/2017 7:52;935.483.871;4.207.308.686;333.850.008;1.011.228.255;31.69;3.192.499.971;4.060.973.943;4.501.439.762;394.344.716
22/6/2017 7:57;1.008.064.516;4.042.725.736;3.345.500.069;1.011.220.217;31.75;3.200.499.983;4.095.023.156;4.553.549.427;401.042.344
22/6/2017 8:02;9.967.741.935;3.445.460.456;3.357.999.878;1.011.176.008;31.805;3.197.999.992;4.094.428.835;4.542.653.638;400.904.312
22/6/2017 8:08;9.725.806.452;340.951.791;3.363.999.939;1.011.140.842;31.945;3.198.999.949;4.087.489.655;4.456.995.699;3.897.213.674
22/6/2017 8:13;1.664.516.129;3.327.980.536;3.359.999.847;1.011.041.371;31.895;3.223.500.004;4.082.243.651;4.422.899.613;3.846.173.464
22/6/2017 8:18;1.016.129.032;3.039.876.304;3.354.499.931;101.094.391;31.83;3.248.000.011;407.882.473;4.284.901.241;3.754.439.067
22/6/2017 8:23;1.011.290.323;3.052.104.305;3.352.999.954;1.010.774.608;31.875;3.272.499.981;3.959.721.033;4.137.976.964;3.593.707.773
22/6/2017 8:28;935.483.871;4.699.531.072;336.899.992;1.010.742.456;32.025;3.246.000.023;3.902.991.841;4.025.021.145;348.631.056
22/6/2017 8:33;8.661.290.323;5.309.016.119;3.392.500.038;1.010.743.963;32.335;3.212.999.964;38.504.159;3.930.573.427;3.346.837.865
22/6/2017 8:38;8.338.709.677;4.445.012.556;3.403.999.996;1.010.665.592;32.525;3.221.500.015;3.669.840.188;3.803.991.096;333.548.759
22/6/2017 8:43;1.043.548.387;4.549.850.852;3.428.499.966;1.010.578.179;32.41;3.238.500.061;2.641.810.446;3.035.893.337;2.956.711.403
22/6/2017 8:48;8.887.096.774;437.450.743;3.441.000.137;1.010.491.267;32.455;3.214.999.981;2.603.579.895;3.116.781.227;2.803.437.399
22/6/2017 8:53;9.129.032.258;4.392.807.284;3.446.000.061;101.039.682;32.58;3.220.500.031;2.552.327.787;313211.64;2.683.215.378
22/6/2017 8:58;8.661.290.323;4.381.266.293;3.451.499.977;1.010.313.426;32.645;3.198.499.956;2.605.800.503;3.171.136.268;2.628.387.228
22/6/2017 9:03;8.161.290.323;4.210.956.026;3.459.999.847;101.030.589;32.625;3.162.500.029;2.707.655.879;3.211.824.561;2.575.110.502
22/6/2017 9:08;8.870.967.742;3.959.151.733;3.465.999.985;101.030.589;32.68;3.133.499.975;2.781.431.384;3.243.469.391;2.536.147.486
22/6/2017 9:13;8.338.709.677;4.106.120.225;3.471.500.053;1.010.254.145;32.69;3.112.000.046;2.835.098.892;3.282.468.455;2.520.312.833
22/6/2017 9:18;8.516.129.032;4.120.386.524;3.479.999.943;1.010.254.647;32.695;3.093.499.975;2.874.046.866;330052.31;2.506.434.473
22/6/2017 9:23;80;4.338.853.978;3.488.000.107;1.010.201.395;32.7;3.076.500.006;2.904.432.914;3.319.314.305;2.502.228.949
22/6/2017 9:28;9.048.387.097;3.779.104.725;3.492.500.114;1.010.186.324;32.7;3.076.000.052;2.940.587.524;3.338.869.646;2.495.652.555
22/6/2017 9:33;8.193.548.387;3.642.457.965;3.497.000.046;1.010.262.686;32.75;3.094.500.036;2.968.642.143;3.334.953.678;2.488.498.642
22/6/2017 9:38;8.370.967.742;3.703.573.407;35;1.010.257.159;32.78;31;2.996.201.181;3.321.921.685;2.473.108.447
22/6/2017 9:43;8.661.290.323;3.597.707.576;3.501.499.977;1.010.388.782;32.8;3.095.999.985;3.016.065.914;3.314.763.645;2.457.252.634
22/6/2017 9:48;1.193.548.387;4.051.710.523;3.508.999.863;1.010.479.713;32.8;308.949.996;3.026.457.173;3.319.402.666;2.458.447.975
22/6/2017 9:53;1.179.032.258;3.940.939.735;3.510.499.859;1.010.419.427;32.885;3.080.999.937;3.038.096.474;3.318.057.262;2.449.114.918
22/6/2017 9:58;8.564.516.129;4.102.587.195;3.510.499.859;1.010.381.247;32.85;3.070.500.069;3.051.815.998;3.270.291.769;2.439.247.007
22/6/2017 10:03;8.322.580.645;4.386.640.221;351.099.987;1.010.360.147;32.9;3.071.500.053;3.066.821.598;3.259.382.433;2.432.885.906
22/6/2017 10:08;9.032.258.065;424.937.853;3.511.999.893;1.010.395.816;32.9;3.066.500.063;3.082.729.738;3.246.634.995;2.425.997.172
22/6/2017 10:13;8.387.096.774;4.533.958.631;3.516.499.996;1.010.331.511;32.925;3.067.000.065;309.215.906;3.238.368.106;2.421.404.682
22/6/2017 10:18;8.532.258.065;4.219.267.934;3.521.500.053;1.010.269.719;32.97;3.062.500.048;3.106.983.183;3.233.288.066;2.421.404.682
22/6/2017 10:23;8.725.806.452;4.134.798.252;3.521.000.061;101.027.424;33.005;3.062.500.048;3.118.986.751;3.233.927.775;2.426.571.233
22/6/2017 10:28;8.677.419.355;3.970.168.778;3.529.999.924;1.010.292.326;33;3.059.500.036;3.129.377.034;3.231.390.107;2.432.885.906
22/6/2017 10:33;835.483.871;3.724.520.999;3.529.999.924;1.010.257.159;33.07;3.056.000.023;3.138.975.153;3.225.061.224;2.424.852.915
22/6/2017 10:38;8.403.225.806;338.479.437;3.533.500.004;1.010.332.014;33.065;3.053.500.013;3.152.798.679;321.812.539;2.443.288.591
22/6/2017 10:43;8.516.129.032;2.929.020.456;3.536.000.061;1.010.405.361;33.1;3.060.000.038;3.162.905.725;3.206.770.379;2.438.665.175
22/6/2017 10:48;8.967.741.935;2.992.615.219;3.540.000.153;1.010.460.622;33.1;3.057.000.027;3.177.278.373;3.205.519.054;245.259.009
22/6/2017 10:53;8.774.193.548;3.301.929.185;3.539.500.141;1.010.615.355;33.11;3.058.500.032;3.183.647.047;3.203.656.061;2.443.866.518
22/6/2017 10:58;8.661.290.323;3.656.801.906;3.540.500.145;10.106.249;33.2;30.5;3.191.733.907;3.194.836.261;2.443.288.591
22/6/2017 11:03;9.435.483.871;3.745.344.746;3.546.500.053;1.010.611.336;33.28;3.043.499.975;3.202.410.279;3.196.731.817;2.446.771.772
22/6/2017 11:08;8.451.612.903;3.064.107.742;3.551.499.977;1.010.608.321;33.29;303.949.996;3.211.411.717;3.191.079.896;2.449.099.099
22/6/2017 11:13;8.564.516.129;3.216.044.577;3.557.999.878;1.010.576.672;33.3;3.029.999.924;3.213.558.937;3.179.829.242;2.435.775.541
22/6/2017 11:18;8.322.580.645;3.167.013.198;3.558.999.863;1.010.588.729;33.295;3.029.499.931;3.220.873.394;3.173.595.479;2.429.441.539
22/6/2017 11:23;885.483.871;2.984.466.173;356.099.987;1.010.725.878;33.325;3.027.499.962;3.229.937.683;3.173.595.479;2.429.441.539
22/6/2017 11:28;1.491.935.484;2.904.912.845;356.099.987;1.010.818.315;33.345;3.028.999.939;3.242.071.633;319.497.763;2.436.974.113
22/6/2017 11:33;8.451.612.903;3.305.715.012;3.563.999.939;1.010.772.599;33.405;3.029.499.931;3.249.899.042;3.167.373.167;2.432.885.906
22/6/2017 11:38;885.483.871;3.490.410.212;3.568.000.031;1.010.696.237;33.415;30.25;32560;3.161.778.805;2.427.719.355
22/6/2017 11:43;9.112.903.226;3.311.732.816;3.569.500.065;101.060.179;33.445;3.021.000.061;3.263.432.051;316.178.563;2.431.737.784
22/6/2017 11:48;8.306.451.613;319.329.705;3.572.000.046;1.010.546.026;33.425;3.027.999.954;32.721.995;3.158.680.193;2.432.885.906
22/6/2017 11:53;7.951.612.903;3.177.160.769;3.574.500.008;1.010.493.779;33.505;3.024.500.008;3.277.915.181;3.166.137.842;2.432.885.906
22/6/2017 11:58;8.790.322.581;3.167.964.607;3.577.999.954;1.010.464.641;33.57;3.025.499.992;3.282.315.113;3.169.241.004;2.432.885.906
22/6/2017 12:03;9.677.419.355;3.019.382.353;3.579.999.924;1.010.438.015;33.5;3.023.500.023;3.284.522.164;3.162.409.005;2.423.700.927
22/6/2017 12:08;8.612.903.226;274.540.429;3.579.999.924;1.010.416.413;33.57;3.020.000.076;3.289.819.087;3.154.960.493;2.421.404.682
22/6/2017 12:13;8.209.677.419;2.648.547.011;3.580.999.947;1.010.385.768;33.56;3.024.500.008;3.293.800.322;3.150.007.707;2.421.404.682
22/6/2017 12:18;8.709.677.419;2.385.913.018;3.586.500.072;1.010.296.345;33.565;3.022.500.038;33000;3.148.153.532;2.428.867.478
22/6/2017 12:23;8.870.967.742;2.583.117.922;3.588.500.118;1.010.280.771;33.6;3.027.499.962;3.304.886.914;3.143.218.846;2.433.463.833
22/6/2017 12:28;835.483.871;2.556.670.388;3.590.500.145;1.010.272.733;33.615;3.025.000.038;3.308.441.034;312.781.629;2.424.849.049
22/6/2017 12:33;8.274.193.548;2.616.432.003;359.150.013;1.010.287.302;33.635;3.032.000.008;3.308.885.299;3.121.679.971;2.425.997.172
22/6/2017 12:38;814.516.129;2.321.729.267;3.595.500.069;1.010.268.212;33.685;3.044.000.063;3.313.342.326;3.116.153.524;2.419.123.746
22/6/2017 12:43;885.483.871;2.386.520.492;3.595.500.069;1.010.210.438;33.7;3.043.500.061;331.735.365;3.108.201.173;24100
22/6/2017 12:48;8.290.322.581;2.310.441.868;36;1.010.167.736;33.71;3.066.500.063;3.322.717.975;310.515.198;2.412.851.171
22/6/2017 12:53;835.483.871;2.370.994.404;36;1.010.146.134;33.755;3.069.000.072;3.327.190.901;3.103.930.095;2.421.404.682
22/6/2017 12:58;8.177.419.355;2.256.389.172;3.602.999.954;1.010.141.613;33.735;3.068.000.069;3.330.331.095;3.094.179.346;2.412.280.936
22/6/2017 13:03;8.661.290.323;2.129.844.173;3.609.499.855;1.010.047.668;33.8;3.057.500.029;3.328.088.099;3.086.286.858;2.398.119.656
22/6/2017 13:08;1.503.225.806;2.023.311.191;3.609.999.847;1.010.011.497;33.84;3.060.000.038;333.302.269;3.099.173.737;2.398.161.071
22/6/2017 13:13;8.241.935.484;2.064.121.598;3.611.999.893;1.009.976.833;33.795;3.065.500.059;3.335.714.286;3.067.520.878;238.462.232
22/6/2017 13:18;8.967.741.935;1.953.052.432;3.618.500.042;1.009.926.093;33.86;3.059.500.036;333.302.269;3.051.860.805;2.370.684.601
22/6/2017 13:23;8.322.580.645;2.044.731.549;3.620.000.076;1.009.872.338;33.88;306.050.004;3.335.265.687;3.058.476.751;2.365.131.579
22/6/2017 13:28;8.596.774.194;1.956.882.068;3.620.000.076;1.009.855.257;33.9;306.050.004;3.337.964.576;3.058.478.929;2.366.242.183
22/6/2017 13:33;7.919.354.839;2.019.859.438;3.622.500.038;1.009.823.608;33.935;3.061.000.042;3.340.664.925;305.005.981;2.355.753.343
22/6/2017 13:38;8.806.451.613;1.983.955.939;3.628.499.947;1.009.822.603;33.96;3.059.500.036;3.344.715.447;3.051.867.303;2.361.269.953
22/6/2017 13:43;8.241.935.484;1.885.924.802;3.629.999.924;1.009.845.712;33.98;3.055.000.019;3.347.424.592;3.044.661.157;2.362.373.274
22/6/2017 13:48;8.080.645.161;1.983.516.193;3.631.499.958;10.098.221;34.01;3.051.000.004;3.353.294.404;3.048.258.815;2.364.579.918
22/6/2017 13:53;835.483.871;1.814.377.517;3.638.500.118;1.009.802.005;34.055;3.051.000.004;3.353.745.928;3.038.672.268;2.357.963.593
22/6/2017 13:58;7.822.580.645;179.784.347;3.640.000.153;1.009.745.739;34.09;3.043.999.977;3.353.294.404;3.034.486.517;234.259.277
22/6/2017 14:03;8.758.064.516;1.658.906.022;3.643.500.099;1.009.663.349;34.085;3.037.999.954;3.354.651.923;303.509.188;2.339.873.916
22/6/2017 14:08;8.080.645.161;1.694.095.725;3.647.000.046;1.009.670.885;34.1;3.029.999.924;3.360.993.884;3.023.749.578;2.332.247.557
22/6/2017 14:13;8.241.935.484;2.056.102.902;36.5;1.009.736.194;34.11;3.030.999.928;3.362.805.873;3.027.922.427;2.334.969.981
22/6/2017 14:18;8.274.193.548;1.711.442.446;3.651.499.977;1.009.726.649;34.175;3.025.999.985;336.326.035;3.020.177.748;233.008.376
22/6/2017 14:23;8.451.612.903;1.671.757.301;3.656.999.893;1.009.638.733;34.21;3.020.000.076;3.363.714.828;3.010.078.207;2.321.428.571
22/6/2017 14:28;8.338.709.677;1.587.342.852;3.659.999.847;1.009.610.097;34.2;3.014.000.053;3.362.805.873;3.008.886.894;2.312.291.956
22/6/2017 14:33;8.306.451.613;1.644.818.068;3.659.999.847;1.009.556.845;34.255;3.009.000.034;3.362.805.873;3.002.374.078;2.305.339.806
22/6/2017 14:38;8.741.935.484;2.084.334.528;3.666.499.996;1.009.554.333;34.305;3.010.000.038;3.361.899.878;2.998.239.579;2.300.533.981
22/6/2017 14:43;1.377.419.355;18.741.977;3.670.000.076;1.009.532.229;34.27;301.050.004;3.362.805.873;3.011.981.787;230.911.938
22/6/2017 14:48;9.225.806.452;1.383.917.326;3.670.000.076;1.009.537.252;34.31;3.006.500.025;3.362.805.873;2.982.312.995;2.292.572.347
22/6/2017 14:53;8.758.064.516;1.708.667.556;3.677.499.962;100.952.821;34.325;3.007.500.029;3.355.557.917;2.974.672.265;2.289.919.614
22/6/2017 14:58;8.516.129.032;1.440.211.941;3.680.499.954;1.009.490.531;34.395;3.001.000.004;3.355.557.917;2.973.506.276;2.285.171.902
22/6/2017 15:03;8.387.096.774;2.100.333.035;3.679.999.924;1.009.490.531;34.375;3.005.500.021;3.353.745.928;2.959.449.445;227.570.349
22/6/2017 15:08;8.548.387.097;2.066.806.093;3.682.499.981;100.944.381;34.435;3.007.000.027;3.353.745.928;2.962.369.688;2.278.846.154
22/6/2017 15:13;8.516.129.032;2.284.094.747;3.685.000.038;1.009.442.303;34.4;3.007.000.027;3.353.745.928;2.951.281.064;2.276.751.044
22/6/2017 15:18;8.338.709.677;1.984.311.298;3.689.500.141;1.009.427.734;34.48;3.002.000.008;335.510.492;2.950.121.266;2.274.655.935
22/6/2017 15:23;8.177.419.355;1.603.463.582;3.694.500.084;1.009.501.081;34.525;3.023.000.002;3.353.745.928;2.945.459.252;2.268.370.607
22/6/2017 15:28;8.661.290.323;1.452.875.026;3.699.000.015;1.009.604.571;34.53;3.054.000.034;3.356.463.912;2.948.371.195;2.276.751.044
22/6/2017 15:33;8.290.322.581;1.484.355.477;3.700.499.992;100.960.658;34.585;3.058.500.032;3.353.745.928;2.944.301.495;2.274.655.935
22/6/2017 15:38;8.516.129.032;1.747.613.688;3.701.999.969;1.009.569.405;34.54;3.064.000.053;3.353.745.928;2.928.647.931;226.524.796
22/6/2017 15:43;8.290.322.581;1.684.325.825;3.705.499.916;1.009.537.755;34.555;306.050.004;3.353.745.928;2.923.434.899;2.253.307.552
22/6/2017 15:48;8.048.387.097;1.446.176.131;3.708.999.863;1.009.406.634;34.6;3.061.000.042;3.351.488.308;2.912.473.966;2.247.105.184
22/6/2017 15:53;8.322.580.645;1.592.253.854;3.712.499.905;1.009.344.842;34.605;3.061.000.042;3.346.070.019;2.901.572.032;2.238.382.468
22/6/2017 15:58;85;1.359.784.906;3.719.500.065;1.009.254.916;34.675;3.057.000.027;3.344.715.447;2.894.098.608;2.227.129.338
22/6/2017 16:03;7.967.741.935;1.954.916.828;3.720.000.076;1.009.190.109;34.675;3.059.500.036;3.344.715.447;289.009.424;2.227.129.338
22/6/2017 16:08;8.177.419.355;1.673.175.014;3.721.500.053;1.009.257.428;34.72;3.060.000.038;3.344.715.447;2.888.380.958;2.227.129.338
22/6/2017 16:13;7.709.677.419;192.528.579;3.723.500.023;1.009.340.823;34.755;3.058.500.032;3.344.715.447;2.884.384.629;2.227.129.338
22/6/2017 16:18;8.596.774.194;1.691.690.168;3.729.999.924;1.009.470.436;34.785;3.060.000.038;3.344.715.447;2.884.376.591;2.225.099.696
22/6/2017 16:23;1.464.516.129;2.790.024.877;3.729.999.924;1.009.592.514;34.805;3.059.500.036;3.344.715.447;2.904.518.342;2.232.794.778
22/6/2017 16:28;8.661.290.323;471.715.348;3.728.999.939;1.009.699.018;34.825;3.059.500.036;3.347.424.592;288.723.541;2.227.129.338
22/6/2017 16:33;8.758.064.516;4.501.423.888;3.732.999.992;1.009.899.969;34.915;3.058.000.031;3.347.424.592;2.880.956.056;2.227.129.338
22/6/2017 16:38;8.451.612.903;727.236.409;3.730.499.935;1.010.169.243;34.89;3.060.000.038;335.284.288;2.884.376.591;2.229.682.446
22/6/2017 16:43;8.435.483.871;1.386.042.704;3.729.999.924;1.010.384.763;34.91;3.061.500.044;3.353.745.928;2.879.248.803;2.227.129.338
22/6/2017 16:48;8.225.806.452;1.685.152.157;3.730.499.935;1.010.837.405;34.895;3.067.500.067;3.353.745.928;2.875.260.513;2.226.117.728
22/6/2017 16:53;7.951.612.903;1.226.372.062;3.727.499.962;1.010.855.491;34.93;3.070.000.067;3.353.745.928;2.875.828.257;2.216.981.132
22/6/2017 16:58;8.403.225.806;104.471.445;3.720.000.076;1.010.434.499;34.95;3.073.500.023;3.353.745.928;2.870.710.465;2.216.476.903
22/6/2017 17:03;8.129.032.258;114.663.049;3.722.000.046;1.010.014.511;35;3.076.499.977;3.353.745.928;287.241.373;2.216.476.903
22/6/2017 17:08;8.241.935.484;1.554.695.685;3.720.500.069;1.009.832.148;34.985;3.075.500.021;3.353.745.928;2.864.459.162;2.206.896.552
22/6/2017 17:13;8.451.612.903;1.404.575.823;3.720.500.069;1.009.717.104;35.01;3.084.999.943;3.356.010.914;2.867.297.937;2.206.896.552
22/6/2017 17:18;8.258.064.516;1.138.346.321;3.720.000.076;1.009.520.172;35.03;3.083.999.939;3.358.275.901;2.861.624.364;2.201.885.776
22/6/2017 17:23;8.161.290.323;1.513.297.409;3.721.000.061;1.009.163.483;35.07;3.081.999.931;3.356.463.912;2.861.620.387;21968.75
22/6/2017 17:28;8.274.193.548;1.908.056.611;3.721.000.061;1.008.816.843;35.04;3.079.999.943;3.353.745.928;2.852.000.369;2.187.911.799
22/6/2017 17:33;8.241.935.484;171.411.414;3.720.000.076;1.008.557.114;35;3.088.499.956;3.353.745.928;2.852.000.369;2.186.915.888
22/6/2017 17:38;8.693.548.387;1.219.619.372;3.713.499.947;1.008.739.979;34.99;3.140.999.994;3.368.343.097;2.905.785.321;2.229.639.585
22/6/2017 17:43;8.370.967.742;1.160.269.741;3.696.500.053;1.008.577.209;34.915;3.207.499.981;3.422.432.153;3.007.158.487;2.435.895.312
22/6/2017 17:48;9.161.290.323;1.003.942.976;369.150.013;1.007.992.944;35.015;3.236.500.015;3.456.170.078;3.076.977.538;25.089.756
22/6/2017 17:53;85;7.254.117.966;3.690.500.145;1.007.459.419;35;3.300.000.019;3.537.435.245;3.311.694.417;2.866.308.241
22/6/2017 17:58;9.193.548.387;9.095.609.365;3.690.500.145;1.007.685.489;34.965;3.308.500.023;3.602.852.965;3.402.793.712;3.005.119.257
22/6/2017 18:03;1.516.129.032;1.673.421.915;368.900.013;1.008.614.385;34.91;3.316.500.015;361.366.368;3.407.086.283;2.982.069.249
22/6/2017 18:08;9.564.516.129;2.814.305.979;368.900.013;1.009.309.675;34.85;3.378.500.004;3.647.611.005;3.526.382.853;3.113.742.976
22/6/2017 18:13;9.258.064.516;3.560.798.656;368.550.005;100.981.557;34.83;3.395.999.985;3.693.593.153;3.758.546.021;34.050.721
22/6/2017 18:18;9.516.129.032;3.648.638.006;3.671.500.034;1.009.677.416;34.72;3.358.499.947;3.729.970.316;3.824.815.959;3.480.233.406
22/6/2017 18:23;864.516.129;3.264.892.661;3.666.499.996;1.009.527.205;34.735;3.336.000.042;3.782.476.444;3.903.384.393;355.915.825
22/6/2017 18:28;8.822.580.645;2.227.561.451;3.669.500.046;1.008.661.106;34.865;3.326.000.023;3.789.825.174;3.868.068.169;3.467.986.233
22/6/2017 18:33;9.032.258.065;1.389.154.375;3.671.000.061;1.008.950.978;34.9;3.341.000.137;3.783.066.329;3.938.109.205;3.504.619.541
22/6/2017 18:38;8.580.645.161;9.146.841.812;3.670.500.069;1.008.779.165;34.9;3.325.000.038;3.789.293.931;3.902.655.522;3.416.721.678
22/6/2017 18:43;7.903.225.806;7.591.600.334;3.670.000.076;1.008.952.485;34.885;3.316.499.996;3.784.564.471;3.757.061.236;3.200.643.241
22/6/2017 18:48;8.935.483.871;6.948.204.812;3.673.500.023;1.009.007.244;34.825;3.304.999.962;380.194.778;3.795.720.491;3.250.235.683
22/6/2017 18:53;814.516.129;6.630.263.202;3.669.000.053;1.008.816.843;34.775;3.304.499.931;381.785.649;3.873.087.319;332.875.589
22/6/2017 18:58;8.806.451.613;650.008.812;3.667.000.008;1.009.091.141;34.73;3.292.000.065;3.861.158.858;4.032.440.975;3.524.415.769
22/6/2017 19:03;9.161.290.323;5.529.775.375;3.656.499.901;100.938.453;34.785;3.309.499.855;3.912.221.976;4.274.013.383;3.774.547.718
22/6/2017 19:08;8.112.903.226;7.034.105.966;3.652.499.962;1.009.522.683;34.72;3.313.499.947;3.923.742.119;4.288.964.525;3.764.630.928
22/6/2017 19:13;8.338.709.677;1.067.017.132;3.640.000.038;1.009.510.626;34.585;33.425;3.949.140.859;4.430.914.599;3.881.821.649
22/6/2017 19:18;9.419.354.839;7.071.645.729;3.624.499.989;1.009.584.476;34.45;3.375.000.019;392.483.532;4.270.361.138;3.649.564.314
22/6/2017 19:23;8.548.387.097;4.797.911.033;3.615.999.985;1.009.538.257;34.505;3.384.000.034;393.863.076;4.344.394.836;3.716.088.751
22/6/2017 19:28;8.274.193.548;7.585.936.463;362.449.995;1.009.489.024;34.605;3.369.499.912;39.613.565;4.394.058.019;3.770.667.376
22/6/2017 19:33;8.983.870.968;1.376.037.032;3.628.499.947;1.009.515.148;34.665;3.358.999.863;3.958.573.844;4.311.674.165;3.665.096.518
22/6/2017 19:38;1.170.967.742;1.390.086.155;3.629.499.931;1.009.453.858;34.575;3.352.499.962;393.479.084;4.219.258.759;355.827.281
22/6/2017 19:43;1.238.709.677;1.293.683.919;36.25;1.009.312.187;34.56;3.357.499.905;3.916.598.821;4.217.030.994;3.539.151.798
22/6/2017 19:48;1.125.806.452;172.056.433;3.622.000.046;1.009.220.754;34.555;336.449.995;3.935.323.531;4.287.272.061;3.597.267.042
22/6/2017 19:53;8.532.258.065;1.903.687.204;3.623.499.966;1.009.189.607;34.465;3.357.999.954;3.964.709.813;4.403.118.116;3.712.050.192
22/6/2017 19:58;9.209.677.419;2.613.039.575;3.605.999.908;1.009.181.569;34.41;3.379.999.962;3.976.979.712;4.452.785.282;3.758.889.975
22/6/2017 20:03;8.048.387.097;2.938.877.536;3.607.999.878;1.009.161.474;34.34;3.387.500.057;3.970.275.113;4.421.004.248;3.687.538.745
22/6/2017 20:08;8.806.451.613;3.441.439.867;36;1.009.169.512;34.405;3.395.000.057;3.969.170.139;4.416.666.486;3.688.720.391
22/6/2017 20:13;8.483.870.968;3.170.238.376;3.603.499.947;1.009.189.607;34.385;338.800.005;3.981.460.257;4.404.588.435;3.653.617.856
22/6/2017 20:18;8.612.903.226;3.825.229.639;3.606.999.893;1.009.173.029;34.43;3.373.500.023;3.982.581.407;438107.36;3.609.375.094
22/6/2017 20:23;864.516.129;290.914.474;3.600.499.992;1.009.125.805;34.365;3.383.000.107;398.819.531;4.451.678.348;36.681.256
22/6/2017 20:28;885.483.871;2.874.415.491;36;1.009.064.013;34.295;3.383.500.042;3.997.186.933;4.423.674.285;3.645.926.237
22/6/2017 20:33;8.822.580.645;2.535.638.824;3.592.000.103;1.009.028.344;34.27;33.375;3.980.347.216;4.385.314.407;3.618.713.661
22/6/2017 20:38;8.548.387.097;2.881.626.124;357.550.005;1.009.013.775;34.095;3.314.000.015;4.018.687.495;4.593.445.018;3.917.113.429
22/6/2017 20:43;9.306.451.613;3.664.876.472;3.570.500.069;1.009.033.368;34.065;3.300.999.947;4.039.716.641;4.666.910.912;3.990.661.163
22/6/2017 20:48;90;409.402.207;357.949.995;1.009.036.382;34.12;3.262.499.943;4.052.869.913;4.668.649.167;4.006.311.499
22/6/2017 20:53;9.064.516.129;3.259.776.362;3.565.999.966;1.009.031.861;34.085;3.261.999.912;4.064.950.907;4.702.557.342;4.057.117.869
22/6/2017 20:58;8.548.387.097;2.841.873.369;3.554.999.924;1.008.997.196;33.995;3.275.499.954;4.088.045.496;4.774.185.732;4.147.959.698
22/6/2017 21:03;9.096.774.194;2.424.712.243;3.555.999.908;100.893.038;33.905;3.271.000.023;4.073.002.076;4.641.969.579;3.971.263.807
22/6/2017 21:08;8.419.354.839;1.407.103.203;3.562.499.905;100.890.928;33.995;3.248.000.069;4.083.402.309;4.737.892.993;4.074.571.666
